subject_id,topic_id,question_type,question,marks,time_to_spend,difficulty_level,hint,explanation,total_answers,correct_answer,answer1,answer2,answer3,answer4,answer5
,,, Did he remember the date and time?,,,,,,4,3,Are the date and time remembered by him?,Was he remembering the date and time?,Were the date and time remembered by him?,Did the date and time remembered by him?
,,, The boys were digging a hole in the ground.,,,,,,4,4,A hole had been dug in the ground by the boys.,"In the ground, the boys dug a hole.",A hole in the ground has been dug by the boys.,A hole was being dug by the boys in the ground.
,,, We must now deal with these problems.,,,,,,4,1,These problems must be dealt with by us.,These problems must now be dealing with by us.,These problems must now deal with by us.,These problems are to be dealt with by us.
,,, The audience loudly cheered the leader's speech.,,,,,,4,1,The leader's speech was loudly cheered by the audience.,The leader's speech is loudly cheered by the audience.,The audience loudly cheered the leader for his speech.,The speech of the leader was loudly cheered by the audience.
,,, Someone is following us.,,,,,,4,2,We are followed by someone.,We are being followed by someone.,We were being followed by someone.,We had been followed by someone.
,,, He hasn't slept in his bed.,,,,,,4,1,His bed has not been slept in.,He had not been slept in his bed.,His bed had been slept in.,His bed had not been slept in.
,,, I was recommended another lawyer.,,,,,,4,3,Some recommended another lawyer.,Some recommended me to another lawyer.,Some recommended me another lawyer.,Some recommends me another lawyer.
,,, Many a person has been saved from the man-eaters by the hunters.,,,,,,4,4,These hunters will save many a person from the man-eaters.,These hunters save many a person from the man-eaters.,These hunters saved many a person from the man-eaters.,These hunters have saved many a person from the man-eaters.
,,, Must we cut this tree.,,,,,,4,2,Must this tree will cut.,Must this tree be cut.,Must this tree was cut.,Must this tree is cut.
,,, Didn't they tell you to be here by six O'clock?,,,,,,4,1,Weren't you told to be here by six O'clock?,Haven't they told you to be here by six O'clock?,You were expected to be hare by six O'clock.,They expected you to be here by six O'clock.
,,, Don't touch this switch.,,,,,,4,2,This switch does not be touched.,This switch must not be touched.,This switch don't be touched.,This switch need not be touched.
,,, One cannot gather grapes from thistles.,,,,,,4,2,Thistles cannot be gathered from grapes.,Grapes cannot be gather from thistles.,Grapes and thistles cannot be gathered by one.,Grapes cannot be gathered by them.
,,, They will have completed the work by the time we get there.,,,,,,4,2,The work will be completed by the time we get there.,The work will have been completed by the time we get there.,The work will have completed by the time we get there.,The work will have been completed by the time we have got there.
,,, You will have to pull down this skyscraper as you have not complied with the town planning regulations.,,,,,,4,2,This skyscraper will have to be pulled down as the town planning regulations have not been complied with.,This skyscraper will have to be pulled down by you as the town planning regulations have not been complied by you.,This skyscraper will be pulled down as the town planning regulations have not been complied with.,This skyscraper will have to be pulled down as the town planning regulations have not been complied.
,,, You are requested to permit him.,,,,,,4,1,Please permit him.,I request you to permit him.,He requests to permit him.,I plead you to permit him.
,,, Their task had been completed before it is dark.,,,,,,4,4,They completed their task before it is dark.,They have completed their task before it is dark.,They complete their task before it is dark.,They had completed their task before it is dark.
,,, The Bihar government has launched a massive tribal welfare program in the state.,,,,,,4,3,A massive tribal welfare program is launched by the Bihar government in the state.,massive tribal welfare program had been launched by the Bihar government in the state.,A massive tribal welfare program has been launched by the Bihar government in the state.,A massive tribal welfare program is been launched by the Bihar government in the state.
,,, He laughed at the beggar.,,,,,,4,1,The beggar was laughed at by him.,The beggar was being laughed at by him.,The beggar was laughed by him.,The beggar was being laughed by him.
,,, The boys are playing cricket.,,,,,,4,3,Cricket has been played by the boys.,Cricket had been played by the boys.,Cricket is being played by the boys.,Cricket is played by the boys.
,,, Ram drew a circle in the morning.,,,,,,4,2,A circle was being drawn by Ram in the morning.,A circle was drawn by Ram in the morning.,In the morning a circle has been drawn by Ram.,A circle has been drawn by Ram in the morning.
,,, They will demolish the entire block.,,,,,,4,4,The entire block is being demolished.,The block may be demolished entirely.,The entire block will have to be demolished by them.,The entire block will be demolished by them.
,,, The thief destroyed several items in the room. Even the carpet has been torn,,,,,,4,2,Several items destroyed in the room by the thief. Even the carpet he has torn.,Several items in the room were destroyed by the thief. He has even torn the carpet.,"Including the carpet, several item in the room have been torn by the thief.","The thief, being destroyed several items in the room, also carpet has torn."
,,, We must respect the elders.,,,,,,4,2,The elders deserve respect from us.,The elders must be respected by us.,The elders must be respected,Respecting the elders is must.
,,, We have warned you.,,,,,,4,1,You have been warned.,We have you warned.,Warned you have been.,Have you been warned.
,,, Has anybody answered his question?,,,,,,4,3,His question has been answered?,Anybody has answered his question?,Has his question been answered?,Has his question answered?
,,, The seller lowered the prices.,,,,,,4,2,The prices lowered the seller.,The prices were lowered by the seller.,Down went the price.,The prices lowered by the seller.
