subject_id,topic_id,question_type,question,marks,time_to_spend,difficulty_level,hint,explanation,total_answers,correct_answer,answer1,answer2,answer3,answer4,answer5
,,, One train is traveling 45 kmph and other is at 10 meters a second. Ratio of the speed of the two trains is?,,,,,,4,1,5:4,4:5,9:2,2:9
,,," A train leaves Delhi at 9 a.m. at a speed of 30 kmph. Another train leaves at 2 p.m. at a speed of 40 kmph on the same day and in the same direction. How farfrom Delhi, will the two trains meet?",,,,,,4,3,300 km,400 km,600 km,None
,,, How long does a train 165 meters long running at the rate of 54 kmph take to cross a bridge 660 meters in length?,,,,,,4,3,45 sec,75 sec,55 sec,54 sec
,,," Two trains 121 meters and 165 meters in length respectively are running in opposite directions, one at the rate of 80 km and the other at the rate of 65 kmph. In what time will they be completely clear of each other from the moment they meet?",,,,,,4,4,7 sec,8.12 sec,7.25 sec,7.15 sec
,,, The distance between Delhi and Mathura is 110 kms. A starts from Delhi with a speed of 20 kmph at 7 a.m. for Mathura and B starts from Mathura with a speed of 25 kmph at 8 p.m. from Delhi. When will they meet?,,,,,,4,2,10.30 a.m.,10.00 a.m.,9.30 a.m.,9.00 a.m.
,,," A train of 24 carriages, each of 60 meters length, when an engine also of 60 meters length is running at a speed of 60 kmph. In what time will the train cross a bridge 1.5 km long?",,,,,,4,2,1 ½ mins,3 mins,3 ½ mins,7 mins
,,," A motorcyclist goes from Bombay to Pune, a distance of 192 kms at an average of 32 kmph speed. Another man starts from Bombay by car 2 ½ hours after the first,and reaches Pune ½ hour earlier. What is the ratio of the speed of the motorcycle and the car?",,,,,,4,1,1:2,1:3,10:27,5:4
,,," A car after covering ½ of a journey of 100 km develops engine trouble and later travels at ½ of its original speed. As a result, it arrives 2 hours late thanits normal time. What is the normal speed of the car is?",,,,,,4,4,50 kmph,40 kmph,30 kmph,25 kmph
,,," A 600 meter long train crosses a signal post in 40 seconds. How long will it take to cross a 3 kilometer long bridge, at the same speed?",,,,,,4,1,4 min,5 min,3 min 4 sec,Data inadequate
,,, Two men A and B start from place X walking at 4 ½ kmph and 5 ¾ kmph respectively. How many km apart they are at the end of 3 ½ hours if they are walking in thesame direction?,,,,,,4,3,4 ½ km,5 ¾ km,4 3/8 km,35 7/8 km
,,," Two passenger trains start at the same hour in the day from two different stations and move towards each other at the rate of 16 kmph and 21 kmph respectively.When they meet, it is found that one train has traveled 60 km more than the other one. The distance between the two stations is?",,,,,,4,2,445 km,444 km,440 km,450 km
,,, How long does a train 110 m long traveling at 60 kmph takes to cross a bridge of 170 m in length?,,,,,,4,4,1.68 sec,15 sec,16 sec,16.8 sec
,,, A train sets off at 2 p.m. at the speed of 70 kmph. Another train starts at 3:30 p.m. in the same direction at the rate of 85 kmph. At what time the trains will meet?,,,,,,4,3,9.30 p.m.,8.30 p.m.,10.30 p.m.,10.45 p.m.
,,," A train passes a man standing on the platform. If the train is 170 meters long and its speed is 72 kmph, how much time it took in doing so?",,,,,,4,4,10 ½ sec,9 ½ sec,8 ¾ sec,8 ½ sec
,,, A train 540 meters long is running with a speed of 54 kmph. The time taken by it to cross a tunnel 180 meters long is?,,,,,,4,3,40 sec,44 sec,48 sec,52 sec
,,, Two trains are moving at 50 kmph and 70 kmph in opposite directions. Their lengths are 150 m and 100 m respectively. The time they will take to pass each othercompletely is?,,,,,,4,4,3 sec,4 ½ sec,5 sec,7 ½ sec
,,, A train 100 m long crosses a platform 125 m long in 15 sec; find the speed of the train?,,,,,,4,3,45 kmph,50 kmph,54 kmph,60 kmph
,,, A train 150 m long running at 72 kmph crosses a platform in 25 sec. What is the length of the platform?,,,,,,4,3,300 m,500 m,350 m,250 m
,,, What distance will be covered by a bus moving at 72 kmph in 30 seconds?,,,,,,4,2,250 m,600 m,750 m,400 m
,,," In how much time will a train of length 100 m, moving at 36 kmph cross an electric pole?",,,,,,4,4,15 sec,22 sec,18 sec,10 sec
,,, A man goes from A to B at a speed of 20 kmph and comes back to A at a speed of 30 kmph. Find his average speed for the entire journey?,,,,,,4,2,20 kmph,24 kmph,50 kmph,35 kmph
,,," How much time will a train of length 200 m moving at a speed of 72 kmph take to cross another train of length 300 m, moving at 36 kmph in the same direction?",,,,,,4,1,50 sec,25 sec,40 sec,65 sec
,,," Two trains of length 100 m and 200 m are 100 m apart. They start moving towards each other on parallel tracks, at speeds 54 kmph and 72 kmph. After how much time will the trains meet?",,,,,,4,3,10/7 sec,12/7 sec,20/7 sec,17/7 sec
,,," Two trains of length 100 m and 200 m are 100 m apart. They start moving towards each other on parallel tracks, at speeds 54 kmph and 72 kmph. In how much time will the trains cross each other?",,,,,,4,2,57/7 sec,80/7 sec,20/7 sec,60/7 sec
,,, Two trains are moving in the same direction at 72 kmph and 36 kmph. The faster train crosses a man in the slower train in 27 seconds. Find the length of the faster train?,,,,,,4,1,270 m,250 m,280 m,220 m
,,, Two trains of length 120 m and 280 m are running towards each other on parallel lines at 42 kmph and 30 kmph respectively. In what time will they be clear of each other from the moment they meet?,,,,,,4,4,14 sec,21 sec,17 sec,20 sec
,,, Convert the 13/36 m/s into kilometers per hour?,,,,,,5,3,1.5,1.2,1.3,1.4,None of these
,,," If a man can cover 12 metres in one second, how many kilometres can he cover in 3 hours 45 minutes?",,,,,,5,2,168,162,150,156,None of these
,,, A person takes 20 minutes more to cover a certain distance by decreasing his speed by 20%. What is the time taken to cover the distance at his original speed?,,,,,,5,3,1 hour 30 minutes,1 hour 15 minutes,1 hour 20 minutes,2 hours,1 hour 45 minutes
,,, Kiran travels from A to B by car and returns from B to A by cycle in 7 hours. If he travels both ways by car he saves 3 hours. What is the time taken to cover both ways by cycle?,,,,,,5,1,10 hours,13 hours,14 hours,12 hours,None of these
,,," A man walks at a speed of 3 km/hr and runs at a speed of 7 km/hr. How much time will the man require to cover a distance of 10 1/2 km, if he completes half of the distance, i.e., (5 1/4) km on foot and the other half by running?",,,,,,5,5,1 3/4 hrs,2 1/4 hrs,2 hrs,3 1/2 hrs,None of these
,,, Pavan travelled for 11 hours. He covered the first half of the distance at 30 kmph and remaining half of the distance at 25 kmph. Find the distance travelled by Pavan.,,,,,,5,4,240 km,280 km,260 km,300 km,None of these.
,,, A trained covered x km at 40 kmph and another 2x km at 20 kmph. Find the average speed of the train in covering the entire 3x km.,,,,,,5,3,30 kmph,25 kmph,24 kmph,28 kmph,None of these.
,,, Murali travelled from city A to city B at a speed of 40 kmph and from city B to city C at 60 kmph. What is the average speed of Murali from A to C given that the ratio of distances between A to B and B to C is 2 : 3?,,,,,,5,2,48 kmph,50 kmph,52 kmph,56 kmph,None of these
,,, A person covered one-fourth of the total distance at 26 kmph and remaining distance at 24 kmph. What is the average speed for the total distance? ,,,,,,5,2,21(2/3) kmph,21 (1/3) kmph,22 (1/3) kmph,22 (2/3) kmph,None of these.
,,," A man misses a bus by 40 minutes if he travels at 30 kmph. If he travels at 40 kmph, then also he misses the bus by 10 minutes. What is the minimum speed required to catch the bus on time?",,,,,,5,2,48 kmph,45 kmph,43 kmph,44 kmph,None of these.
,,," Ramu rides his bike at an average speed of 45 km/hr and reaches his desitination in four hours. Somu covers the same distance in six hours. If Ramu covered his journey at an average speed which was 9 km/hr less and Somu covered his journey at an average speed which was 10 km/hr more, then the difference in their times taken to reach the destination would be (in minutes).",,,,,,5,2,36,30,40,45,None of these.
,,, Amar takes as much time in running 18 meters as a car takes in covering 48 meters. What will be the distance covered by Amar during the time the car covers 1.6 km? ,,,,,,5,4,800 m,480 m,520 m,600 m,None of these
,,, A car started running at a speed of 30 km/hr and the speed of the car was increased by 2 km/hr at the end of every hour. Find the total distance covered by the car in the first 10 hours of the journey.,,,,,,5,2,380 km,390 km,400 km,410 km,None of these
,,, Train P crosses a pole in 30 seconds and train Q crosses the same pole in one minute and 15 seconds. The length of train P is three-fourths the length of train Q. What is the ratio of the speed of train P to that of train Q? ,,,,,,5,1,15 : 8,8 : 15,5 : 3,3 : 5,None of these.
,,, A train travelled from station P to Q in 8 hours and came back from station Q to P is 6 hours. What would be the ratio of the speed of the train while traveling from station P to Q to that from station Q to P? ,,,,,,5,4,4 : 3,9 : 16,16 : 9,3 : 4,None of these.
,,," By travelling at 40 kmph, a person reaches his destination on time. He covered two-third the total distance in one-third of the total time. What speed should he maintain for the remaining distance to reach his destination on time?",,,,,,5,1,20 kmph,30 kmph,25 kmph,15 kmph,None of these.
,,, Roja and Pooja start moving in the opposite directions from a pole. They are moving at the speeds of 2 km/hr and 3 km/hr respectively. After 4 hours what will be the distance between them?,,,,,,5,2,12 km,20 km,24 km,4 km,None of these
,,," In a 1000 m race, A beats B by 50 m and B beats C by 100 m. In the same race, by how many meters does A  beat C?",,,,,,5,1,145,150,155,160,None of these
,,," In a 1000 m race, A beats B by 200 meters or 25 seconds. Find the speed of B?",,,,,,5,1,8 m/s,25 m/s,10 m/s,15 m/s,None of these
,,, Two persons start running simultaneously  around a circular track of length 300 m from the same point at speeds of 15 km/hr and 25 km/hr. When will they meet for the first time any where on the track if they are moving in opposite directions?,,,,,,5,4,21 sec,24 sec,25 sec,27 sec,None of these
,,, A and B go around a circular track of length 600 m on a cycle at speeds of 36 kmph and 54 kmph. After how much time will they meet for the first time at the starting point?,,,,,,5,1,120 sec,150 sec,140 sec,130 sec,None of these
,,," An express traveled at an average speed of 100 km/hr, stopping for 3 min after every 75 kn. How long did it take to reach its destination 600 km from the starting point?",,,,,,4,1,6 hrs 21 min,6 hrs 24 min,6 hrs 27 min,6 hrs 30 min
,,," Anna left for city A from city B at 5.20 a.m. She traveled at the speed of 80 km/hr for 2 hrs 15 min. After that the speed was reduced to 60 km/hr. If the distance between two cities is 350 kms, at what time did Anna reach city A?",,,,,,5,5,9.20 a.m,9.25 a.m,9.35 a.m,10.05 a.m,None of these
,,, A man complete a journey in 10 hrs. He travels first half of the journey at the rate of 21 km/hr and second half at the rate of 24 km/hr. Find the total journey in km?,,,,,,4,2,220 km,224 km,230 km,234 km
,,," A person travels equal distances with speeds of 3 km/hr, 4 km/hr and 5 km/hr and takes a total time of 47 minutes. The total distance is?",,,,,,4,2,2,3,4,5
,,," A is faster than B. A and B each walk 24 km. The sum of their speeds is 7 km/hr and the sum of times taken by them is 14 hours. Then, A's speed is equal to?",,,,,,4,2,3 km/hr,4 km/hr,5 km/hr,7 km/hr
,,, A person travels from P to Q a speed of 40 km/hr and returns by increasing his speed by 50%. What is his average speed for both the trips?,,,,,,4,3,36 km/hr,45 km/hr,48 km/hr,50 km/hr
,,, A boy goes to his school from his house at a speed of 3 km/hr and returns at a speed of 2 km/hr. If he takes 5 hours in going and coming. The distance between his house and school is?,,,,,,4,3,5 km,5.5 km,6 km,6.5 km
,,, A man on tour travels first 160 km at 64 km/he and the next 160 km at 80 km/hr. The average speed for the first 320 km of the tour is?,,,,,,4,3,35.55 km/hr,36 km/hr,71.11 km/hr,71 km/hr
,,, A boy rides his bicycle 10 km at an average speed of 12 km/hr and again travels 12 km at an average speed of 10 km/hr. His average speed for the entire trip is approximately?,,,,,,4,2,10.4 km/hr,10.8 km/hr,11 km/hr,12.2 km/hr
,,, Robert is traveling on his cycle and has calculated to reach point A at 2 p.m. if he travels at 10 km/hr; he will reach there at 12 noon if he travels at 15 km/hr. At what speed must he travel to reach A at 1 p.m.?,,,,,,4,3,8 kmph,11 kmph,12 kmph,14 kmph
,,," A train can travel 50% faster than a car. Both start from point A at the same time and reach point B at 75 kms away from A at the same time. On the way, however, the train lost about 12.5 minutes while stopping at the stations. The speed of the car is?",,,,,,4,3,100 km/hr,110 km/hr,120 km/hr,130 km/hr
,,," Excluding stoppages, the speed of a bus is 54 km/hr and including stoppages, it is 45 km/hr. For how many minutes does the bus stop per hour?",,,,,,4,2,9,10,12,20
,,," In a covering a certain distance, the speeds of A and B are in the ratio of 3:4. A takes 30 minutes more than B to reach the destination. The time taken by A to reach the destination is?",,,,,,4,3,1 hour,1 1/2 hour,2 hour,2 1/2 hour
,,," In a covering a distance of 30 km, Abhay takes 2 hours more than Sameer. If Abhay double his speed, then he would take 1 hour less than Sammer. Abhay's speed is?",,,,,,4,1,5 km/hr,6 km/hr,6.25 km/hr,7.5 km/hr
,,," With a uniform speed a car covers the distance in 8 hours. Had the speed been increased by 4 km/hr, the same distance could have been covered in 7 1/2 hours. What is the distance covered?",,,,,,5,2,420 km,480 km,640 km,Cannot be determined,None of these
,,," If a person walks at 14 km/hr instead of 10 km/hr, he would have walked 20 km more. The actual distance traveled by him is?",,,,,,4,1,50 km,56 km,70 km,80 km
,,," In a flight of 600 km, an aircraft was slowed down due to bad weather. Its average speed for the trip was reduced by 200 km/hr and the time of flight increased by 30 minutes. The duration of the flight is?",,,,,,4,1,1 hour,2 hour,3 hour,4 hour
,,," It takes eight hours for a 600 km journey, if 120 km is done by train and the rest by car. It takes 20 minutes more, if 200 km is done by train and the rest by car. The ratio of the speed of the train to that of the car is?",,,,,,4,3,2:3,3:2,3:4,4:3
,,, A walks around a circular field at the rate of one round per hour while B runs around it at the rate of six rounds per hour. They start in the same direction from the same point at 7.30 a.m. They shall first cross each other at?,,,,,,4,1,7.42 a.m.,7.48 a.m.,8.10 a.m.,8.30 a.m.
,,, A thief is noticed by a policeman from a distance of 200 m. The thief starts running and the policeman chases him. The thief and the policeman run at the rate of 10 km and 11 km per hour respectively. What is the distance between them after 6 minutes?,,,,,,4,1,100 m,150 m,190 m,200 m
,,, A thief steals at a car at 2.30 p.m. and drives it at 60 km/hr. The theft is discovered at 3 p.m. and the owner sets off in another car at 75 km/hr. When will he overtake the thief?,,,,,,4,3,4.30 p.m.,4.45 p.m.,5 p.m.,5.15 p.m.
,,, The distance between two cities A and B is 330 km. A train starts from A at 8 a.m. and travels towards B at 60 km/hr. Another train starts from B at 9 a.m. and travels towards A at 75 km/hr. At what time do they meet?,,,,,,4,3,10 a.m,10.30 a.m,11 a.m,11.30 a.m
,,, The jogging track in a sports complex is 726 m in circumference. Deepak and his wife start from the same point and walk in opposite directions at 4.5 km/hr and 3.75 km/hr respectively. They will meet for the first time in?,,,,,,4,2,4.9 min,5.28 min,5.5 min,6 min
,,, A and B walk around a circular track. They start at 8 a.m. from the same point in the opposite directions. A and B walk at a speed of 2 rounds per hour and 3 rounds per hour respectively. How many times shall they cross each other before 9.30 a.m. ?,,,,,,4,3,5,6,7,8
,,," Two cars P and Q start at the same time from A and B which are 120 km apart. If the two cars travel in opposite directions, they meet after one hour and if they travel in same direction (from A towards B), then P meets Q after 6 hours. What is the speed of car P?",,,,,,5,2,60 km/hr,70 km/hr,120 km/hr,Data inadequate,None of these
,,," Two trains start from P and Q respectively and travel towards each other at a speed of 50 km/hr and 40 km/hr respectively. By the time they meet, the first train has traveled 100 km more than the second. The distance between P and Q is?",,,,,,4,4,500 km,630 km,660 km,900 km
,,, A person travelled a distance of 50 km in 8h. He covered a part of the distance on foot at the rate of 4km/h and a part on a bicycle at the rate of 10km/hr. How much distance did he travel on foot?,,,,,,4,2,10km,20km,30km,40km
,,, Two cities A and B 360 km apart. A car goes from A to B with a speed of 40km/h and returns to A with a speed of 60 km/h. What is the average speed of the car?,,,,,,4,2,45km/h,48km/h,50km/h,55km/h
,,," In a 500m race, B starts 45m ahead of A, But A wins the race while B is Still 35m behind. What is the ratio of the speeds of A to B Assuming that both start at the same time?",,,,,,4,1,25:21,25:20,5:3,5:7
,,, Two trains leave New Delhi at the same time. One travels towards the north at 60km/h and the other travels towards the south at 40 km/h. After how many hours will the trains be 150km apart?,,,,,,4,1,(3/2)h,(4/3)h,(3/4)h,(15/2)h
,,," Amit starts from a point A and walks to another point B and then returns from B to A by his car and thus takes a total time of 6h and 45 min, if he had driven both ways in his car, then he would have taken 2hless.How long would it take for him to walk both ways?",,,,,,4,4,7h 45 min,8h 15 min,8h 30 min,8h 45min
,,, Aryan runs at a speed of 40m/min. Rahul follows him after an interval of 5min and runs at a speed of 50m/min. Rahul’s dog runs at a speed of 60m/min and starts along with Rahul. The dog reaches Aryan and then comes back to Rahul and continues to do so till Rahul reaches Aryan. What is the total distance covered by the dog?,,,,,,4,4,600m,750m,980m,1200m
,,, A student reaches his school 15 min before time by going there from his house at a speed of 5km/h and reaches late by 9 min by going with a speed of 3 km/h. According distance between his house and school is,,,,,,4,3,5 km,8 km,3 km,2 km
,,, Running at a speed of 60km/h a train passed through a 1.5 km long tunnel in 2 min. What is the length of the train?,,,,,,4,2,250m,500m,1000m,1500m
,,," A and B start from the same point and in the same direction at 7:00 am to walk around a rectangular field 400m x 300m. A and B walk at the rate of 3km/h and 2.5km/h respectively. How many times shall they cross each other, if they continue to walk till 12: 30 pm?",,,,,,4,2,Not even once,Once,Twice,Thrice
,,," Two cars X and Y start from two places A and B respectively, which are 700km  a part at 9:00am.Both the cars run at an average speed of 60km/h. Car X stops at 10:00 am and again starts at 11:00 am while the other car Y continues to run without stopping. When do the two cars cross each other?",,,,,,4,2,2:40pm,3:20pm,4:10pm,4:20pm
,,, A train is moving at a speed of 180 km/hr. It's speed is ,,,,,,4,4,5m/sec,30m/sec,40m/sec,50m/sec
,,, An athlete runs 200 meters race in 24 seconds. His speed is,,,,,,4,4,20km/hr,24km/hr,28.5km/hr,30km/hr
,,, A man riding his bicycle covers  150 meters in 25 seconds. What is his speed in km per hour?,,,,,,4,2,20km/hr,21.6km/hr,21.6km/hr,25km/hr
,,, A man completes 30km of a journey at 6km/hr and the remaining 40km of the journey in 5 hours. His average speed for the whole journey is,,,,,,4,3,6   4/11 km/hr,7km/hr,7  ½ km/hr,8 km/hr
,,, A man covers half of his journey at 6km/hr and the reaming half at 3km/hr. His average speed is ,,,,,,4,2,3km/hr,4km/hr,4.5km/hr,9km/hr
,,, The speeds of A and B are in the ratio 3: 4. A takes 20 minutes more than B to reach a destination. In what time does A reach the destination?,,,,,,4,1,1  1/3  Hours,2 hours,1  2/3 Hours,2  2/3 Hours
,,, A is twice as fast as B and B is thrice as fast as C. The journey covered by C in 42 minutes will be covered by A in,,,,,,4,1,7 Minutes,14 Minutes,28 Minutes,63 Minutes
,,, The ratio between the speed of two trains is  7: 8.If the second train runs 400km in 5 hours. The speed of the first train is,,,,,,4,1,70km/hr,200km/hr,250km/hr,350km/hr
,,, Two trains approach each other at 30 km/hr and 27km/hr from two places 342km apart after how many hours will they meet,,,,,,4,2,5 Hours,6 Hours,7 Hours,12 Hours
,,," A student walks from his house at 2 ½ km/hr and reaches his school late by 6 Minutes. Next day, he increases his speed by 1km/hr a reaches 6 minutes before school time. How far is the school from his house?",,,,,,4,2,(5/4) km,(7/4)km,(9/4)km,(11/4)km
,,, The ratio between the speeds of two trains is 7: 8.If the second train runs 400km in 5 hours. The speed of the first train is:,,,,,,4,1,70km/hr,200km/hr,250km/hr,350km/hr
,,," If a student walks from his house to school at 5km/hr he is late by 30 minutes. However, if he walks at 6km/hr he is late by 5 minutes only. The distance of his school from his house ",,,,,,4,4,2.5km,3.6km,5.5km,12.5km
,,, A plane  left 30 minutes later then he the scheduled time and in order to reach the destination 1500km away it time it had to increase the speed by 250km/hr from the usual speed is,,,,,,4,4,720km/hr,730km/hr,740km/hr,750km/hr
,,, Walking with ¾ of his usual speed a man covers a certain distance in 2 hours more than the time he took to cover the distance with usual speed is,,,,,,4,4,4  ½ Hours,5 ½ hours,5 Hours,6 Hours
,,, A  certain distance covered at a certain speed. If half of this distance is covered in double the time the ratio of the two speeds is ,,,,,,4,1,4:1,1:4,2:1,1:2
,,, Two cars start at the same time from one point and move along two roads at right angles to each other. Their speeds are 36km/hr and 48km/hr respectively after 15seconds the distance between them will be,,,,,,4,2,150m,250m,300m,400m
,,," A train covered a certain distance at a uniform speed. IF the train had been 6km/hr faster, it would have taken 4 hours less. Then the scheduled time and if the train were slower by 6km/hr. The train would have taken 6 hours more than the scheduled time. The length of Journey is",,,,,,4,2,700km,720km,740km,760km
,,, Bombay express left Delhi for Bombay at 14.30 hours. Travelling at a speed of 60kmph and Rajadhani express left Delhi for Bombay on the same day at 16.30 hours travelling speed of 80kmph. How far away from Delhi will the two trains meet?,,,,,,4,3,120km,360km,480km,500km
,,, A and B start simultaneously from a certain point in north and south direction motor cycles. The Speed of A is 80 km/hr and that of B is 65km/hr. What is the distance between  A and B after 12 minutes?,,,,,,4,2,14.5km,29km,36.2km,39km
,,, R and S start walking towards each other at 10 am at speeds of 3km/hr and 4km/hr respectively. They were initially 17.5km apart at what time do they meet?,,,,,,4,2,11:30am,12:30pm,1:30pm,2:30pm
,,," A boy is running at a speed of P km/hr to cover a distance of 1km but due to the slippery ground, his speed is reduced by Q km/hr(P>Q).If the takes R hours to cover the distance then,",,,,,,4,1,1/R =(P-Q),R = (P-Q),1/R =(P+Q),R =(P+Q)
,,, A star is 8.1 x 1013 km away from the earth.Suppose light travels at the speed of 3.0 x 105 km per second. How long will it take light from the star to reach the earth?,,,,,,4,2,7.5 x 103 hrs,7.5 x 104 hrs,2.7 x 1010  sec,2.7 x 1011 sec
,,, The speeds of the three cars are in the ratio 2: 3: 4. The ratio of the time taken by these cars to travel the same distance is ,,,,,,4,4,2:3:4,4:3:2,4:3:6,6:4:3
,,, Sunil covers a distance by walking for 6 hours while returning his speed decreases by 1km/hr and he takes 9 hours to covers the same distance what was his speed in turns journey?,,,,,,4,1,2km/hr,3km/hr,5km/hr,cannot be determined
,,, A takes 2 hours more than B to walk D km. If A doubles his speed then he can make it in 1 hour less than B. How much time does B require for walking D km?,,,,,,4,3,D/2 km,3hrs,4hrs,2D/3hrs
,,," A walks at a uniform rate of 4km an hour and 4 hours after his start, B cycles after his at the uniform rate of 10km an hour. How far from than starting point will B catch A?",,,,,,4,4,16.7km,18.6km,21.5km,26.7km
,,," Two trains start from stations. A and B and travel toward each other at 50km/hr and 60km/hr respectively at the time of their meeting, the second train has travelled 120km more than the first train.The distance between A and B is?",,,,,,4,3,990km,1200km,1320km,1440km
,,, A fast train takes 3 hours less than the slow train for a journey of 600km. IF the speed of the slow train is 10km/hr less than the fast train the speed of the slow train is,,,,,,4,3,30km/hr,35km/hr,40km/hr,45km/hr
,,, A constable is 114m behind a thief. The constable runs 21m and the thief 15m in a minute. In what time will the constable catch the thief?,,,,,,4,4,16 min,17min,18min,19 min
,,," An express train travelled at an average speed of 100km/hr stopping for 3 minutes after 75km.  A local after travelled at a speed of 50 km/hr, stopping for 1 minute after every 25km. If the trains began travelling at the same time how many km and did the local train travel in the time it took the express train to travel 60 km?",,,,,,4,1,307.5km,900km,1000km,1200km
,,," In covering a distance of 30 km, Abhay takes 2 hours more than Sameer. If Abhay doubles his speed, then he would take 1 hour less than Sameer. Abhay's speed is:",,,,,,4,1,5 kmph,6 kmph,6.25 kmph,7.5 kmph
,,," Robert is travelling on his cycle and has calculated to reach point A at 2 P.M. if he travels at 10 kmph, he will reach there at 12 noon if he travels at 15 kmph. At what speed must he travel to reach A at 1 P.M.?",,,,,,4,2,8 kmph,11 kmph,11 kmph,14 kmph
,,," It takes eight hours for a 600 km journey, if 120 km is done by train and the rest by car. It takes 20 minutes more, if 200 km is done by train and the rest by car. The ratio of the speed of the train to that of the cars is:",,,,,,4,3,2 : 3,3 : 2,3 : 4,4 : 3
,,, A farmer travelled a distance of 61 km in 9 hours. He travelled partly on foot @ 4 km/hr and partly on bicycle @ 9 km/hr. The distance travelled on foot is:,,,,,,4,3,14 km,15 km,16 km,17 km
,,," Sound is said to travel in air at about 1100 feet per second. A man hears the axe striking the tree, 11/5 seconds after he sees it strike the tree. How far is the man from the wood chopper?",,,,,,4,3,2420 ft,2524 ft,2600 ft,2740 ft
,,, A farmer travelled a distance of 61 km in 9 hours. He travelled partly on foot at 4 km/hr and partly on the bicycle at 9 km/hr. The distance travelled on foot is :,,,,,,4,1,1 hr 16 min,1 hr 17 min,1 hr 18 min,1 hr 19 min
